transaction_id,date,customer_id,product_id,quantity,discount_applied
8cb1457e-effa-415b-bea6-450f0accb23c,2025-08-29 14:33:04.000000,1420,976,,0.29
a3760c2d-7b31-4cdc-80d9-1a8e1f44aa88,2025-03-10 02:03:41.000000,6993,919,3.0,0.19
0d559b64-e334-4bac-9c44-ebd132df8d45,2026-05-22 19:31:39.000000,5511,765,2.0,0.26
1ce8e12f-f928-4d26-b7c0-f87aaaac826e,2025-01-20 06:30:14.000000,2923,919,8.0,0.14
03db7a2e-5313-40e0-af25-37cea206527c,2024-11-27 23:36:18.000000,7334,534,1.0,0.08
1ea15b0f-95ae-418b-86ae-7e06cb5d2b59,2025-05-24 10:11:00.000000,3611,720,2.0,0.25
f80590f0-0249-4a09-be3b-1a40ca0553a2,2024-08-22 14:35:42.000000,1841,765,2.0,0.17
79ab56d1-b0d5-45ab-8891-d55d94c176b9,2026-01-06 16:36:35.000000,5944,981,3.0,0.04
c552f3c5-5f13-4b98-a7ad-8d5198a15e4f,2024-09-28 11:48:29.000000,4196,925,2.0,0.3
17661795-7ffa-4493-a85e-ed0a3fac4317,2026-01-04 18:43:00.000000,1823,728,7.0,0.18
f83b1806-ee4c-4b18-96a2-d49d9e5f8273,2026-03-02 23:00:34.000000,3024,265,4.0,0.23
5b0334d8-0f4d-4c40-8f5f-9707a008ac20,2025-12-03 15:31:44.000000,7532,670,8.0,0.09
ca9d8831-894e-4397-b38a-3db1276732d3,2024-10-12 09:42:27.000000,1793,366,5.0,0.17
5115d7ee-3b90-408e-bce3-456320363a73,2025-09-27 16:11:18.000000,5915,265,2.0,0.28
58e9d0aa-c1b6-4dd4-a507-84cbc9df301e,2026-04-07 15:51:47.000000,5497,424,4.0,0.08
31662c94-bbb2-4366-b04f-e1a8e44cbd41,2024-08-06 13:49:39.000000,4728,451,4.0,0.05
b972393a-5bb0-4d76-a0b5-7717b072afc8,2024-11-02 15:22:18.000000,2684,451,1.0,0.12
7c3cc2bc-0a1b-4bd3-a60e-c813402da0fa,2026-01-20 20:14:41.000000,3854,685,8.0,0.09
8af09ec3-4b72-4a7c-8f1c-3fa070000009,2026-01-13 09:30:28.000000,2501,919,5.0,0.21
2fc6c4e6-9113-4d7e-b095-26217d76ab58,2025-09-16 05:36:12.000000,1372,568,4.0,0.28
77e8b762-bb7e-4979-92dc-bffd59008d65,2025-02-19 20:12:06.000000,1796,424,10.0,0.2
ea1af7d2-9943-46bb-94d3-53a5de1f1619,2026-05-20 09:47:56.000000,8028,870,7.0,0.03
87f89f62-11a1-4557-a90c-44148df50b01,2024-11-18 09:39:58.000000,7367,373,3.0,0.27
436adb9d-d1c5-4a00-8bb1-3407730ad7de,2025-09-14 16:02:55.000000,1035,369,2.0,0.02
c6a28e4e-002f-4ca4-b43e-85315dfb1922,2025-11-28 13:26:59.000000,5423,925,10.0,0.22
2f7f2cd7-bbd0-4e6c-a108-ffcc8186722b,2026-06-06 18:50:03.000000,5389,919,8.0,0.04
5d340833-db59-4a19-9ea6-ed4a04cad30a,2026-03-15 17:46:45.000000,3854,925,7.0,0.28
b893b08a-5219-4216-bd21-1daf9ec5405d,2024-09-08 04:33:28.000000,8790,854,8.0,0.13
d1ad3e51-89f9-4de9-b798-0131a885a7b4,2025-05-17 23:08:05.000000,7276,133,7.0,0.22
7f5f61aa-aee7-47a5-8629-6fbe309b48dd,2026-03-07 18:06:00.000000,6759,923,1.0,0.03
487b25d7-9cf0-43dd-a775-29a28d2cfe83,2025-03-28 13:28:57.000000,3867,865,10.0,0.18
1c4760a5-5270-4b29-a412-47a268e8f311,2024-10-03 18:07:45.000000,8019,205,5.0,0.17
0b34fc84-1111-4e29-a8ad-153985f0786a,2026-04-30 16:54:52.000000,4643,205,3.0,0.14
df9d3910-2dbb-45bd-a138-e2e6f013a170,2024-08-14 06:46:01.000000,6870,670,5.0,0.05
310dc9d1-7c41-4a2a-9b67-f7bb33bb7382,2024-10-05 16:40:56.000000,2526,366,8.0,0.29
d617b9c0-a449-464f-922d-dab608252b39,2026-08-20 11:18:07.961183,2295,598,7.0,0.1
9fbc879e-869c-4a8e-bd6a-b7c2a86d8706,2026-01-16 17:13:22.000000,9921,112,3.0,0.1
5dc96097-0c90-4028-8185-300d971df5fd,2025-01-08 10:21:10.000000,6425,765,5.0,0.2
03599c6d-1224-4bd2-b7c4-b3ee9b1fc6d1,2026-07-13 12:10:20.000000,1841,205,9.0,0.01
7dccc026-a7df-40b2-b56f-dc0aebc8f6b7,2026-07-12 02:28:53.000000,6143,611,5.0,0.1
77d2b94f-1478-4c9d-9503-0b43e3c7ca9a,2026-04-04 03:52:33.000000,2245,661,7.0,0.26
8eda6433-5c65-465c-8f8a-0c2ca3900bc0,2026-02-18 11:12:21.000000,8445,868,9.0,0.14
d2705470-6a7b-48b1-a3f3-42a8f030bfd4,2025-05-03 15:43:12.000000,9238,870,9.0,0.11
d2da43ec-0eec-4013-b55b-eaaacb53f0be,2025-11-12 04:15:09.000000,2771,765,8.0,0.23
bbfb1b71-0a68-4eb8-876d-e8c5440c7e5b,2024-09-13 15:54:42.000000,9955,976,9.0,0.04
f1d188b9-13f3-4289-8dcc-b05dd59ef0fd,2025-01-04 16:27:02.000000,1616,670,8.0,0.04
19e9e3a4-18dc-4eb6-84fc-fcb0f5e90352,2026-02-04 05:57:59.000000,2747,424,10.0,0.24
30807a5d-62a5-4eec-881a-f04f3b23feed,2024-12-17 23:47:21.000000,6911,451,5.0,0.17
91ed554a-3fae-4f01-a829-0f3c86b4852c,2025-11-18 16:41:08.000000,4519,198,,0.07
bfcb3388-8ef4-474b-adcc-4095f28f9444,2025-09-27 12:17:44.000000,5897,694,8.0,0.28
c42b266b-1b02-4a24-bf00-f56c6a4989a6,2025-11-29 00:36:06.000000,5276,369,8.0,0.28
756eb67d-acab-4b69-9ba3-7cb59399ad15,2026-01-17 16:16:15.000000,2695,899,5.0,0.12
1aa67474-e200-4157-ad54-c95aaa4d52a8,2024-11-27 13:19:58.000000,5216,720,4.0,0.14
66cc7376-8cca-4963-ae2e-77a4cadec379,2025-08-16 23:56:14.000000,4033,201,4.0,0.28
88adb388-287e-4086-a854-027e56673e49,2025-10-29 23:01:18.000000,5478,181,3.0,0.26
e7094153-5a31-4916-aefb-2a2471693ed5,2025-03-22 18:41:48.000000,7636,661,7.0,0.1
531c8812-ff31-450a-bdd0-84a18cd2216f,2026-05-08 05:00:08.000000,1796,899,5.0,0.25
a21c1209-c3a1-462d-a98f-546d5f290290,2025-06-20 10:31:31.000000,3419,357,5.0,0.25
9bc0fa93-52cd-4def-b9d2-76f4d37ee471,2025-01-23 23:10:32.000000,5543,377,8.0,0.26
60042231-36c3-4e85-8bae-295e902a405c,2026-03-07 17:37:03.000000,6049,854,8.0,0.1
410bfc29-be9c-4fcf-ad17-f6e98cdc718d,2025-04-26 14:49:39.000000,4519,205,9.0,0.11
f5b70dd9-728f-4897-b3d0-b6c7f62ecf88,2025-05-25 10:05:11.000000,1019,611,4.0,0.29
fba3091f-08df-4af8-b9ef-aad6000cd21a,2025-02-26 22:54:50.000000,2862,248,7.0,0.07
2294fa0a-8482-4c08-842c-65ad9883e9b1,2026-06-12 12:38:04.000000,8105,198,1.0,0.1
fc0145e1-4ce2-4fa2-81ae-7eb14d457ea5,2025-01-09 08:02:59.000000,4470,228,7.0,0.12
058e389e-509d-47cd-9b10-7e7f36fea0b4,2026-03-12 06:00:51.000000,1699,373,3.0,0.15
d284b528-b091-4fb7-b17f-3f92d26aa790,2025-02-20 07:59:44.000000,7118,727,9.0,0.29
8e6b3085-82e2-402d-8dbc-de5aeb4aede6,2025-10-07 05:48:29.000000,7116,112,8.0,0.03
18233383-279b-437c-9255-273fed0940f7,2024-08-19 07:14:15.000000,6309,521,1.0,0.22
236eb832-27f6-42ac-9b0c-417075dacbbe,2025-02-11 19:31:10.000000,5038,373,3.0,0.02
3ff69f41-9508-4801-a3be-7ca05df924fb,2025-01-17 23:06:27.000000,9524,923,6.0,0.19
17871810-4ce0-4ecb-8fa2-8fb84199322e,2025-10-07 02:26:00.000000,6511,373,2.0,0.26
37a9f824-eafa-4d5b-91ae-3d4c66592d83,2026-02-11 07:29:29.000000,6122,865,9.0,0.11
cafbc4fe-531f-44af-b93c-92d513c37b5d,2025-07-30 18:51:08.000000,7126,424,8.0,0.26
e6267164-d361-4b3a-bcff-ae922c435667,2026-01-07 14:45:58.000000,7118,265,2.0,0.07
e85c1ec9-d1cb-4092-9383-f86db3edd6ed,2024-10-03 01:29:48.000000,2817,919,4.0,0.22
09912f46-4ce6-428b-a46a-cc9a98611260,2026-02-08 14:40:58.000000,6890,112,2.0,0.13
1417182a-61ad-418a-9387-5413ceef7261,2026-03-18 22:18:30.000000,6425,925,1.0,0.01
559a8f54-c559-4d0f-abff-c53f0e50f355,2025-04-17 05:40:15.000000,9132,981,5.0,0.11
6aa12abd-6f2e-42b9-9130-32dbe13a14ca,2026-07-13 12:49:32.000000,9442,369,4.0,0.16
c5384872-deaa-443e-9edb-be71de2a2ddf,2025-01-13 02:06:20.000000,9006,865,3.0,0.05
9a307096-d977-46be-a71c-8948bf67de42,2026-07-12 07:07:54.000000,3608,265,7.0,0.19
a1d770ea-c704-480e-a246-6cd702ed5d15,2025-05-14 01:51:20.000000,9543,765,10.0,0.04
0a8aeb94-863d-4cd6-8e06-48d00ddb545b,2025-03-26 00:16:25.000000,6253,424,5.0,0.14
53ab3cce-264a-404f-909e-21ba8a38d5aa,2025-08-15 05:13:36.000000,5026,868,8.0,0.27
0ceeddc2-2737-4345-b886-29ffb2a0f778,2025-12-26 05:15:10.000000,3846,854,3.0,0.02
f89617fa-6493-45ef-bf53-76a4bb48bbba,2025-07-02 02:40:14.000000,5157,598,10.0,0.09
8135f15a-9343-46ea-985a-9548c0ba22a4,2024-09-28 23:02:59.000000,3867,366,5.0,0.14
c94f6ed3-4a2f-4876-ae93-561538da9a90,2025-05-23 06:29:03.000000,6940,870,7.0,0.26
1521ad35-560f-4e2d-a1d7-243225e42403,2025-07-25 14:21:20.000000,5499,933,7.0,0.17
8c53b74c-0c9f-46e6-becc-f7609249ee3a,2025-05-27 01:14:49.000000,3281,919,5.0,0.01
80777ac5-6605-4e3c-95c7-bc834336ffe5,2025-06-23 11:16:59.000000,9067,377,7.0,0.08
c31496ea-2160-446e-b2a7-a475c6196773,2024-11-02 17:57:18.000000,9006,865,1.0,0.27
7ce4770e-32b7-4d80-8f2e-08d37b1dbca3,2025-05-24 01:03:30.000000,4963,765,5.0,0.23
8fa8ae34-3233-4053-9242-ba54a6f9c0e1,2025-11-11 10:47:42.000000,4868,685,6.0,0.07
3f09f7a6-8635-4a54-bc54-b8c1ff408dcc,2025-01-25 04:51:45.000000,9115,265,5.0,0.2
6e18c9b3-c6da-45f1-8429-6ca21257429e,2025-03-29 04:36:42.000000,3415,661,3.0,0.19
16efacdf-9375-4e61-ac94-503eaf4afcdd,2024-10-16 09:29:26.000000,4658,424,1.0,0.09
5d822e3a-6c6d-482b-a9e0-8370abf7a5d0,2025-04-17 12:42:39.000000,8319,133,10.0,0.11
9808552c-5832-48de-921b-e8c230c3ef8a,2025-12-12 01:30:26.000000,6934,571,5.0,0.1
2b54500d-4e08-4bb4-8509-d55806326b36,2025-04-18 14:58:05.000000,9824,534,4.0,0.04
cd840a47-fd7b-4279-9253-55159dc0a8b5,2025-06-29 11:10:32.000000,5239,979,9.0,0.15
0b7d1856-70c2-4600-a554-5c1a9f88dda3,2026-07-08 20:21:53.000000,4770,451,5.0,0.27
af73b3cf-331e-41f2-bbc5-f97fd173b70b,2025-05-07 08:18:23.000000,5157,720,5.0,0.22
da4ec04c-ba7e-4b86-81fa-d75327ef0a4b,2024-09-25 15:28:44.000000,5687,694,8.0,0.29
3e3869e2-0df6-4417-bd55-38c71cc464ed,2025-11-15 08:06:23.000000,4630,205,4.0,0.26
d51b1974-de66-4dd0-a5ce-2a21ed3e2846,2026-04-19 00:11:13.000000,7936,865,7.0,0.29
b19c905e-57e0-41f1-8384-066149a5baeb,2026-04-06 16:39:44.000000,6384,728,6.0,0.03
789fed96-7337-4c2f-8e1c-37621c7cb6ed,2024-08-07 15:50:15.000000,9446,868,5.0,0.16
89bab9c8-bd71-4da3-b581-a63254f5df70,2025-01-01 13:25:26.000000,1372,979,5.0,0.18
c017466e-85f4-40a2-8be2-7516342c5348,2025-02-06 21:30:59.000000,5990,424,6.0,0.03
badc4599-9f7f-4e0c-bba7-9d058c7e2904,2024-11-07 18:41:19.000000,4362,720,1.0,0.19
04b51c12-ab13-4032-b2e1-9f66b1f02ea8,2025-05-09 12:14:20.000000,5514,728,6.0,0.27
86dc4e34-a9dc-4e52-a7f2-418a953fcfd4,2024-08-23 18:20:43.000000,6374,373,2.0,0.19
48b51c88-0f63-4f4a-ab9a-118e4165964c,2024-12-23 21:01:39.000000,3869,523,5.0,0.19
4572b385-9e32-4085-b24f-92b9ca0841de,2024-08-31 05:21:45.000000,9751,727,1.0,0.28
0222305d-f1f7-4605-a79e-36267707ac0e,2024-09-10 17:15:17.000000,5846,765,2.0,0.03
a9b92a1d-4574-48ca-a90e-319d637e3f94,2026-05-13 19:45:33.000000,4617,854,3.0,0.12
dd419a67-5c37-4254-a8fc-5690e9b1c4a1,2024-10-12 19:01:26.000000,5105,377,9.0,0.13
e226a768-de0e-4c53-8ae0-fd7a04e25132,2025-12-07 09:40:59.000000,6904,357,3.0,0.27
6175a257-fad3-444c-bb2d-ddc962f32fae,2025-08-19 23:39:38.000000,5896,112,8.0,0.18
e76428c4-197f-40fd-b5ae-2a56fa033d6c,2025-03-23 00:18:26.000000,4096,976,1.0,0.21
88145bde-98db-4732-9de4-d1947c12d198,2024-09-27 08:36:22.000000,7511,670,8.0,0.29
f77fa3a7-802a-46eb-b2e9-7c2d2fb90ccf,2025-07-11 17:15:52.000000,7025,979,2.0,0.29
05804493-b664-4199-ad25-459e8f8937fa,2024-08-20 20:49:13.000000,3034,854,6.0,0.02
4e0fbae1-8787-43f4-ac19-e4eb3f551740,2025-04-06 01:58:14.000000,7636,870,2.0,0.28
28317f0d-be90-43fb-a4b5-d9a57d6c3d2a,2024-08-04 06:15:54.000000,5990,521,2.0,0.2
5afa0fb3-5a16-49d9-af2f-077358c69158,2025-11-18 14:55:55.000000,6038,424,10.0,0.29
fa6e3743-fef9-4d57-bc77-ea4a4d654036,2025-08-14 07:47:11.000000,1960,646,4.0,0.3
a033edad-0fdf-4e19-8fd8-35fc469ff562,2025-02-06 03:16:24.000000,9267,248,4.0,0.02
fffcd743-e3f1-4406-a31d-9c8be0f0fe79,2026-04-14 21:50:52.000000,2599,728,4.0,0.18
8e10814f-f1b2-4143-878b-13a9fd88565a,2025-02-23 14:58:25.000000,9598,234,6.0,0.23
e5ad481d-577f-4c16-a6d6-58fb39bfc9b6,2025-05-22 02:58:23.000000,1796,685,1.0,0.08
bada0c94-1679-4be0-a323-8416a82cae18,2025-05-13 20:38:20.000000,4033,727,9.0,0.08
9cc96aed-ad91-42c5-b5ea-4128854dc3bf,2026-05-29 20:06:59.000000,9167,694,1.0,0.04
6ad65b8c-3a38-4844-afbf-fde4a0226155,2025-01-23 16:25:55.000000,6236,933,10.0,0.1
f8751fd4-6d2c-4f42-a71a-919f92a97acd,2025-03-20 15:01:07.000000,9167,923,1.0,0.04
72fcc072-544c-4132-9af9-7493e8e46b31,2025-09-15 03:45:06.000000,5676,789,2.0,0.22
2379c05f-a708-4280-b4ee-0b6721bbd183,2025-10-15 06:58:45.000000,4350,670,6.0,0.15
33ca9a6b-ccd3-4f7c-af1d-cfb88a962a11,2026-05-21 23:34:53.000000,4788,670,9.0,0.07
b483d162-b043-439a-8f1a-84cb235b275b,2026-06-18 23:42:17.000000,1990,133,,0.09
6e18b184-229f-485b-a8d9-1a2086181db2,2026-06-27 00:48:32.000000,1719,638,1.0,0.3
a7fecdcd-2528-4516-8521-ff2ef9cc83ed,2026-07-15 16:43:14.000000,1209,320,7.0,0.21
51476e86-2875-440a-aac7-dc2e9099a283,2024-09-11 15:55:38.000000,7739,228,8.0,0.02
b82d40de-f2d7-4d53-8870-2ae78eadda9a,2024-10-20 22:40:51.000000,4728,611,10.0,0.04
e12ff6cd-d6ea-4269-914e-13532f237c4d,2024-11-11 00:31:26.000000,1420,976,10.0,0.19
51958000-c3f3-4c8c-878c-3875ba21e269,2026-06-04 14:37:46.000000,3692,228,6.0,0.11
6947cbac-f610-440d-a9fe-890ff90fb6e4,2025-03-13 14:36:01.000000,8291,789,5.0,0.14
d25ad576-ef0b-443e-bee0-47627168bdec,2026-06-15 11:34:29.000000,6759,366,2.0,0.24
46178161-bd03-433b-aee9-795ea3086e48,2024-11-16 00:28:00.000000,4613,373,9.0,0.22
21acfdb5-1b55-4f6d-b01c-6abfc7739d46,2024-12-11 11:42:22.000000,5835,366,8.0,0.27
9caad37c-fc67-45e2-832f-c21b06b4ed27,2025-11-12 04:29:54.000000,3399,646,8.0,0.12
9cc3c1f5-9129-4c75-9b08-e5a844511ba0,2025-01-16 08:16:53.000000,9775,112,6.0,0.13
aff7ff5d-3b1d-42cf-bb70-509298ab182c,2024-08-10 06:01:55.000000,7270,923,6.0,0.29
c7a2b171-b02a-46ee-9458-80635bf88d1d,2025-07-26 04:17:28.000000,5944,720,2.0,0.03
9ace63cc-d89c-43f6-8098-580d22538040,2025-07-20 02:10:00.000000,5349,571,7.0,0.03
2f191516-5fbb-4da5-a64a-1fe8b646e2b1,2026-05-13 20:37:33.000000,9462,979,3.0,0.17
233408ba-794e-4838-bdcf-60fd633098ed,2024-11-25 04:58:52.000000,9105,728,9.0,0.1
68994c84-0840-4234-b9ed-0800317979f9,2026-03-06 19:49:08.000000,4266,198,6.0,0.26
451575b9-ece9-404b-83d7-f962f80443ee,2025-06-06 19:28:50.000000,6175,205,7.0,0.26
fcfd8547-abdc-40da-be0b-bddd38f95001,2024-12-25 12:52:25.000000,3415,981,5.0,0.18
2d54ff2b-10ee-4f77-b45e-2eafc1fda581,2026-07-11 02:14:17.000000,2259,112,10.0,0.15
ddfc2a92-7074-4eb3-bc52-17ccf4672866,2025-11-12 06:36:07.000000,8025,377,8.0,0.07
dde4f5c1-532c-4c01-b017-c5337d6ce5c3,2025-07-11 09:02:15.000000,4788,598,9.0,0.11
67a55936-6d74-4a0b-bf2d-39c8e338e579,2026-03-15 21:28:23.000000,4643,976,10.0,0.07
d3073198-bc3e-4402-9ba1-4c350ab5207f,2025-05-12 10:28:13.000000,1230,728,10.0,0.18
9c8b9550-64e7-4f9a-901a-0ccfb85f164b,2026-07-20 10:36:15.000000,1719,728,1.0,0.18
8941bdd3-9803-482e-926a-4bd0be125f8f,2025-09-01 22:47:19.000000,5093,523,5.0,0.01
c9739495-b440-4852-a033-500ea43262b3,2024-08-19 21:41:49.000000,4770,523,5.0,0.28
74f76d09-739c-4fa5-9bfc-270c85494255,2026-04-24 08:22:03.000000,7001,868,3.0,0.26
feef21f8-e0b6-4f90-8adb-c4ffe0b55615,2025-01-27 20:21:55.000000,9006,377,7.0,0.02
fbdc532e-6546-466d-89b1-cad184c9b276,2026-02-12 00:20:44.000000,9589,424,1.0,0.03
8420e0d8-632c-417e-8ec5-7d470a0c64e5,2026-03-07 07:23:44.000000,1440,386,7.0,0.13
309a083a-0c9e-4060-b66c-7331a1722ee3,2025-03-04 03:45:31.000000,7334,451,6.0,0.09
4df742ae-e267-412b-a5e5-f13f70869a45,2026-03-13 22:10:00.000000,2029,661,10.0,0.18
2a9edda7-761a-4914-8931-b2d4d3def87c,2025-06-14 03:02:52.000000,7113,981,3.0,0.05
0df6c527-eb45-4c38-9cf6-5e334b5f174b,2026-01-07 21:26:14.000000,6353,981,2.0,0.08
76ad1c33-2469-40c2-a757-499784581f73,2026-04-26 14:07:05.000000,2056,366,8.0,0.18
b8ff615c-1727-40fa-b3a2-7c7ba566e884,2025-08-13 20:43:10.000000,9824,976,4.0,0.23
95dfe6cb-c75a-4c94-ae05-7f791cf8d03f,2026-07-19 10:25:56.000000,4613,598,7.0,0.03
22a37556-8be1-4610-b234-8948e4f2ae4c,2025-05-22 07:04:35.000000,3328,865,10.0,0.15
0660a3e9-736d-417c-92ce-55e369df05c7,2024-12-06 22:19:13.000000,5026,925,1.0,0.07
b66f3507-e588-4999-971e-ea3974246baa,2026-06-16 18:36:33.000000,7276,981,1.0,0.06
171603b1-7466-4e6f-a1ee-b1f133b1d0dc,2025-01-31 05:39:13.000000,8317,386,3.0,0.23
e83bcc84-a609-4ad0-b114-64aa52f69081,2026-01-24 14:32:21.000000,1672,611,2.0,0.0
bbb71494-b7e7-47d4-a9fb-832ccbe68571,2024-10-24 22:48:47.000000,5237,366,3.0,0.04
730bc657-b4cb-4613-9d39-e9c217584f23,2025-11-25 11:44:54.000000,9180,228,4.0,0.15
b5103e9c-8618-440d-95d6-a6585ce9dbbc,2025-05-15 07:41:22.000000,3018,377,6.0,0.02
82fc9294-f9a6-4522-8a83-5709ba146757,2025-11-08 09:38:27.000000,3611,181,1.0,0.13
8ce377d7-60f1-4528-a8ef-2f46f323123e,2025-05-12 14:48:39.000000,9843,568,6.0,0.17
e98965f2-2bbf-4e35-84ac-b57d0b3d6dc9,2025-04-07 08:14:05.000000,2923,320,7.0,0.09
dcd81a8b-a8d6-4af6-9f0d-def190c40e45,2024-11-14 13:39:26.000000,8726,638,6.0,0.05
2dca365a-2504-4d28-9e6a-e4592980f6ff,2026-03-10 09:54:13.000000,1852,265,8.0,0.25
4edd2a2a-6b69-44ae-8d22-af35b648be8a,2025-03-18 09:37:16.000000,4773,979,2.0,0.13
723dfacd-f601-4005-84c4-f69fbaebe15d,2025-03-02 07:02:28.000000,5499,933,7.0,0.18
e606d7c2-1e18-446d-ae42-1840a05f36c8,2024-10-31 04:26:37.000000,6399,571,7.0,0.26
9f601d17-00e7-4824-b3ee-16e7f5defeba,2026-03-07 11:47:38.000000,4963,646,4.0,0.1
7f6485de-7569-4aef-8320-0c4e40cbe188,2026-05-16 09:47:59.000000,8141,568,9.0,0.19
0178de26-ceb5-47ac-8b22-e4457fa70485,2025-11-05 05:25:25.000000,1440,899,4.0,0.27
37850b5c-3ce5-488c-be53-d702e1f8d192,2025-10-21 08:58:16.000000,3621,598,3.0,0.07
